NR	SENDER	ADDRESSEE	SENDER-ADDRESSEE_PAIRS	DATE	YEAR	LANGUAGE	GENDER_SENDER	GENDER_ADDRESSEE	GENDER_PAIR	CONNECTION_TYPE	GENERATION_SENDER	GENERATION_ADDRESSEE	SENDER_IS_OLDER	SENDER_OVER_40	ADDRESSEE_OVER_40	AGE_GAP_OVER_20	AGE_GAP	PAGE	LENGTH	TOKEN_ID	REL_TOKEN_POS	QUERY	LEFT	HIT	RIGHT
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.120_120	3.24	god	following Letter May 20" 1641 to which I returned him this Answer. Dearely beloved Unto you I write (with this apelation Beloved) Grace, mercy, and peace be unto you; from	God	our father and from our Lord Jesus Christ. The motive induceing my pen to scrible these few lines unto you is notoriouse and very urgent to any honest hart at
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.658_658	17.75	god	sinne if he had nott prayed for her, therefore I produce these scriptures read them your selfe, It is both commanded and practised as a duty in the word of	God	as a rule for us to walke by, it is commanded in Math: 5: 44," Jer: 29: 7° soe it is practised by the people of God also 1 Sam:
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.685_685	18.48	god	the word of God as a rule for us to walke by, it is commanded in Math: 5: 44," Jer: 29: 7° soe it is practised by the people of	God	also 1 Sam: 12: 19"' very pertinent to the purpose as will appeare if you examine these texts with a curious eie soe to this purpose is that of Steven,
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.1473_1473	39.74	god	burthen to my selfe, and yet if you know any course or way to have me out spare nott however this I canott butt take as an affliction sent of	God	to weed out some hurt, oh that I may make a hapie use of it soe much for that. For the 4" thing I have nott much to say to
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.1529_1529	41.25	god	nott much to say to it, it is rather bent upon her (whoe as I have heard since I began this letter) hath beene the [word lost] of this storme,	god	grant I may make a hapie use of it soe I leave that and her too worse then I though to have done. The last is something worse then the
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.1594_1594	43.0	god	betweene Mr Harison and my selfe, that I was more able then he for discourse and prayer, I doe nott aprove of it butt doe protest in the presence of	God	I desire nott for to be accounted neither Doe I believe it to be true in part or in whole, whatt shall I say, I utterly disclaime it I say
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2073_2073	55.92	god	onely praying for our enemies. I conceive there to be two sorts of enemies to be praied for & that after a double manner, the enemies of the Church of	God	in generall and our owne enemies in particular. For the first sort we are to pray either for their conversion (because we know not whether they belong to God or
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2102_2102	56.7	god	of God in generall and our owne enemies in particular. For the first sort we are to pray either for their conversion (because we know not whether they belong to	God	or no) or confusion (as David imprecates in some of his Psalmes against such enemies) & this may be done in the publicke congregation. For our owne particular enemies, we
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2162_2162	58.32	god	we may pray for them generally in the publicke congregation but not particularly, for if any have wronged abused or reviled us, so as it tends to the dishonour of	God	& scandall of his Gospell, though we are to forgive them in our heart & earnestly pray for their pardon & to qualifie our heat of malice with some affection
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2372_2372	63.99	god	share in them, therefore seeke the prosperity of the city & pray to the Lord for it, that so they might with the more patience & lesse grief waite upon	God,	for the time of their deliverance, not for any affection that the Prophet beareth to the Tyrant or to the City (which may seeme if you take the words too
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2552_2552	68.84	god	did she in regard she sent to be praied for, but it is apparent to the contrary whatever she seemingly pretends, witness her vile words spoken to one that professt	Godlyness,	about that time, which though she now deny yet can be justified on oath to the contrary, so that it is cleare she had no love nor liking to the
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2585_2585	69.73	god	time, which though she now deny yet can be justified on oath to the contrary, so that it is cleare she had no love nor liking to the waies of	God,	neither to humiliation nor prayer but onely to have her sickness removed (which many an honest woman endures more in the common disease of child bearing) it's true we must
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2833_2833	76.42	god	than cavills, it's true, we had all one father by creation, & we are all by nature the children of wrath, but now nature is changed by grace in the	godly	& old things are passed away, & we are now no more strangers & foreiners but citizens with the saints & houshold of God, and now what fellowship hath righteousness
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2857_2857	77.07	god	is changed by grace in the godly & old things are passed away, & we are now no more strangers & foreiners but citizens with the saints & houshold of	God,	and now what fellowship hath righteousness with unrighteousness what communion hath light with darkness? What concord hath Christ with Belial? and what part hath a believer with an Infidell? I
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.3186_3186	85.95	god	you may object, it may be said to them as well as to carnall men living in this Church, I deny it, for they submitting themselves to the ordinances of	God	(though perhaps church papists) are under the compass of a truc visible church (as farre as I yet see) when as the Papists are of a false church &c. so
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.126_126	3.4	lord	which I returned him this Answer. Dearely beloved Unto you I write (with this apelation Beloved) Grace, mercy, and peace be unto you; from God our father and from our	Lord	Jesus Christ. The motive induceing my pen to scrible these few lines unto you is notoriouse and very urgent to any honest hart at the first riseing of this storme,
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.1760_1760	47.48	lord	me, or I to it and you eternised in the heavens. Soe praieth your unworthy friend John Coulton Rey May 20" 1641 What ever from my pen doeth fall Oh	lord	take thou the glory of all Goodman Coulton I salute you, I perceive I am growne odious in your sight and become very obnoxious to you, by reason of some
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2356_2356	63.56	lord	& perplexity, for they being there resident, if any such combustions be must be sure to share in them, therefore seeke the prosperity of the city & pray to the	Lord	for it, that so they might with the more patience & lesse grief waite upon God, for the time of their deliverance, not for any affection that the Prophet beareth
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.127_127	3.43	jesus	I returned him this Answer. Dearely beloved Unto you I write (with this apelation Beloved) Grace, mercy, and peace be unto you; from God our father and from our Lord	Jesus	Christ. The motive induceing my pen to scrible these few lines unto you is notoriouse and very urgent to any honest hart at the first riseing of this storme, I
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.820_820	22.12	jesus	for first she was a deare sister by creation, we had all one father by creation soe she was a sister, again she was a sister by profession, she professed	Jesus	Christ, and also she was a sister by Baptisme, sow (as I can prove) she was baptised into the church and as yet never cutt of by noe censure of
j_2	SAMUEL JEAKE SR	JOHN COULTON	"SAMUEL JEAKE SR", "JOHN COULTON"		1641	ENGLISH	MALE	MALE	"MALE", "MALE"	ANTAGONIST	1600-1640	UNK	UNK	FALSE	UNK	UNK		24	3707	j_2.2904_2904	78.34	jesus	hath Christ with Belial? and what part hath a believer with an Infidell? I leave to the learned to judge. And for her profession, I pray how did she professe	Jesus	Christ, was it not after a wrong manner? are not all the tenents of the papisticall religion for the most part egregious & pernicious errors, derogatory to the honour &
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.72_72	8.72	lord	my owne soule, whose happines is my rejoycing, whose griefe is my Dollour, whose victories shall be my crowne, whose societies I judge my selfe unworthy to enjoy, because the	Lord	hath deprived me of it: & that I feare in anger. I am right glad to heare from you. Your letters did not a little refresh my dropping spirits. Oh
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.158_158	19.13	lord	might not have beene divided. & now what adds downe weight to my sorrowe? but that I feare I shall never see your faces more. But the will of the	Lord	must be done. I know mine iniquities are of such a distracting power that they do not onely sequester my friends but labour to separate my God from me. I
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.260_260	31.48	lord	to my weake abillity both are & shall be commended to God continually by me. What shall I say? I desire your safe returne againe if the will of the	Lord	be so. I desire victory for you, against your & the Lords enemies. I desire you may (as I heare you are) be couragious, having so good a cause call
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.272_272	32.93	lord	continually by me. What shall I say? I desire your safe returne againe if the will of the Lord be so. I desire victory for you, against your & the	Lords	enemies. I desire you may (as I heare you are) be couragious, having so good a cause call & captaine. I desire you may keepe your selves from spiritual pollutions:
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.323_323	39.1	lord	I desire you may keepe your selves from spiritual pollutions: Babes keepe yourselves from Idolls Amen." And what you are deprived of in respect of publick Administrations, I desire the	Lord	by the immediate workings & conveyance of his spirit to make good to you. When you go forward, or shall set upon any attempt what is my desire? but that
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.355_355	42.98	lord	the immediate workings & conveyance of his spirit to make good to you. When you go forward, or shall set upon any attempt what is my desire? but that the	Lord	would rise up before you & scatter your enemies: and when you rest, that the Lord would returne to the many thousands of Israel. In a word I desire your
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.371_371	44.92	lord	forward, or shall set upon any attempt what is my desire? but that the Lord would rise up before you & scatter your enemies: and when you rest, that the	Lord	would returne to the many thousands of Israel. In a word I desire your happiness, & in some respect I could even wish my selfe miserable to attaine my desire.
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.521_521	63.08	lord	conquer my selfe & spite of my longing heart to wish longer. Desiring onely this one thing that what good I am not able to intreat God for you, the	Lord	of his goodness may please freely & fully to give downe upon you all for ever, that so it may come to passe that in all respects & estates what
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.711_711	86.08	lord	mercy compasse you about in all estates. As my loving friends I leave you to him that is the helper of the friendlesse. As warriours I leave you to the	Lord	of Hosts who is the mighty God of battell, as Christians I leave you to Jesus Christ both your Lord and mine. He abide with you, his grace abound in
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.731_731	88.5	lord	of the friendlesse. As warriours I leave you to the Lord of Hosts who is the mighty God of battell, as Christians I leave you to Jesus Christ both your	Lord	and mine. He abide with you, his grace abound in you, his Holy Spirit be your comforter on Earth, your conductor to heaven. And now the God of peace that
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.768_768	92.98	lord	his grace abound in you, his Holy Spirit be your comforter on Earth, your conductor to heaven. And now the God of peace that brought againe from the Dead the	Lord	Jesus Christ , that great Shephard of the sheepe through the blood of the everlasting covenant make you perfect in every good worke to do his will working in you
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.185_185	22.4	god	will of the Lord must be done. I know mine iniquities are of such a distracting power that they do not onely sequester my friends but labour to separate my	God	from me. I have little to write to you, but a last farewell. I can do nothing for you but that which I daily do (to wit) often ply heaven
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.241_241	29.18	god	(to wit) often ply heaven with prayers for your good whose conditions all joyntly & every one severally according to my weake abillity both are & shall be commended to	God	continually by me. What shall I say? I desire your safe returne againe if the will of the Lord be so. I desire victory for you, against your & the
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.517_517	62.59	god	valedictions? Yet I must conquer my selfe & spite of my longing heart to wish longer. Desiring onely this one thing that what good I am not able to intreat	God	for you, the Lord of his goodness may please freely & fully to give downe upon you all for ever, that so it may come to passe that in all
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.611_611	73.97	god	gracious, & as Saints glorious, more than these I cannot pray for & I do & will pray that you may never enjoy less from the hands of the living	God,	who giveth abundantly and upbraideth no man, who sincerely seeketh his face for any present or future favour. And so deare Christians and Brethren, my faithfull & affectionate heart bids
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.661_661	80.02	god	so deare Christians and Brethren, my faithfull & affectionate heart bids you all farewell, you are all beloved of me, & I must now leave you to the love of	God,	whose power guard you from all evill, grace guide you unto all good, peace rule in your hearts & mercy compasse you about in all estates. As my loving friends
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.718_718	86.92	god	As my loving friends I leave you to him that is the helper of the friendlesse. As warriours I leave you to the Lord of Hosts who is the mighty	God	of battell, as Christians I leave you to Jesus Christ both your Lord and mine. He abide with you, his grace abound in you, his Holy Spirit be your comforter
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.758_758	91.77	god	Christ both your Lord and mine. He abide with you, his grace abound in you, his Holy Spirit be your comforter on Earth, your conductor to heaven. And now the	God	of peace that brought againe from the Dead the Lord Jesus Christ , that great Shephard of the sheepe through the blood of the everlasting covenant make you perfect in
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.727_727	88.01	jesus	that is the helper of the friendlesse. As warriours I leave you to the Lord of Hosts who is the mighty God of battell, as Christians I leave you to	Jesus	Christ both your Lord and mine. He abide with you, his grace abound in you, his Holy Spirit be your comforter on Earth, your conductor to heaven. And now the
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.769_769	93.1	jesus	grace abound in you, his Holy Spirit be your comforter on Earth, your conductor to heaven. And now the God of peace that brought againe from the Dead the Lord	Jesus	Christ , that great Shephard of the sheepe through the blood of the everlasting covenant make you perfect in every good worke to do his will working in you that
j_3	SAMUEL JEAKE SR	FRIENDS IN THE ARMY	"SAMUEL JEAKE SR", "FRIENDS IN THE ARMY"			ENGLISH	MALE	MULT	"MALE", "MULT"	FRIEND	1600-1640	UNK	MULT			UNK		32	826	j_3.808_808	97.82	jesus	through the blood of the everlasting covenant make you perfect in every good worke to do his will working in you that which is well pleasing in his sight through	Jesus	Christ, to whom be glory for ever and ever Soe prayeth yours whilst his owne Samuel
j_4	SAMUEL JEAKE SR AND OTHERS	GENERAL FAIRFAX	"SAMUEL JEAKE SR AND OTHERS", "GENERAL FAIRFAX"			ENGLISH	MULT	MALE	"MULT", "MALE"	POLITICAL	MULT	1600-1640	MULT			UNK		33	1074	j_4.13_13	1.21	lord	Copy of the Letter sent by my selfe & some others to the	Lord	General Fairfax Right Honourable It were lost labour to enumerate to you (who have beene a deepe sufferer under) the plurality of Evills that have attended this seven yeares warre.
j_4	SAMUEL JEAKE SR AND OTHERS	GENERAL FAIRFAX	"SAMUEL JEAKE SR AND OTHERS", "GENERAL FAIRFAX"			ENGLISH	MULT	MALE	"MULT", "MALE"	POLITICAL	MULT	1600-1640	MULT			UNK		33	1074	j_4.101_101	9.4	god	good both in former and later actings. You have waded through the Kingdome in blood & carrying your life on the point of your sword have (by the strength of	God	in you) woone that you weare, & in valour beene victor. Yet it is not unknowne to you that the Kingdome yet groanes (for liberty as Waiting for the manifestacon
j_4	SAMUEL JEAKE SR AND OTHERS	GENERAL FAIRFAX	"SAMUEL JEAKE SR AND OTHERS", "GENERAL FAIRFAX"			ENGLISH	MULT	MALE	"MULT", "MALE"	POLITICAL	MULT	1600-1640	MULT			UNK		33	1074	j_4.136_136	12.66	god	you weare, & in valour beene victor. Yet it is not unknowne to you that the Kingdome yet groanes (for liberty as Waiting for the manifestacon of the Sonnes of	God	) for shall a Nation be borne at once? or in one day delivered from the monstrous Mola's or conceptions its wombe hath inclosed & hatched these many ages? our
