Filename,File number,Page left,Page top,Page right,Page bottom,Line id,Line,Confidence,Average,Standard deviation,Line left,Line top,Line right,Line bottom
IMG_2022_07_05_15_50_27R.jpg,559,0,0,1577,2757,line_1_44,"set the bills of exchange unless their payment fails, which I trust it will not. Ifit should please","[96, 96, 96, 95, 95, 96, 96, 96, 96, 96, 95, 96, 96, 96, 93, 75, 96, 96]",94.5,4.93,179,2087,1440,2129
IMG_2022_07_05_15_50_27R.jpg,559,0,0,1577,2757,line_1_45,you to place this order as it suits you (for this consignment will not be disadvantageous for,"[96, 96, 96, 96, 96, 96, 96, 95, 96, 96, 96, 96, 96, 95, 95, 96, 97]",95.88,0.49,181,2131,1441,2173
IMG_2022_07_05_15_50_27R.jpg,559,0,0,1577,2757,line_1_46,you) I shall be able to help you with further amounts. You can be assured of my promptitude,"[96, 95, 95, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 94, 95, 93, 90]",95.22,1.56,181,2175,1442,2219
IMG_2022_07_05_15_50_27R.jpg,559,0,0,1577,2757,line_1_47,and reliability and that I will take care of your interests as if they were my own. God protect,"[96, 94, 96, 96, 96, 92, 96, 96, 96, 96, 96, 95, 92, 92, 96, 96, 96, 95, 96]",95.16,1.5,180,2220,1443,2262
IMG_2022_07_05_15_50_27R.jpg,559,0,0,1577,2757,line_1_48,"you, &c.","[93, 85]",89.0,5.66,181,2274,309,2307
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_1,"Markets and Merchants of the Late Seventeenth Century 277,","[96, 96, 96, 94, 94, 96, 96, 97, 56]",91.22,13.25,404,159,1375,196
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_2,jee 6,"[16, 50]",33.0,24.04,1235,233,1372,300
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_3,82. Jj. MOMMA to CM,"[53, 11, 96, 94, 94]",69.6,37.41,68,310,400,342
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_4,STOCKHOLM 27 MARCH 1669,"[96, 96, 96, 96]",96.0,0.0,136,349,1373,377
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_5,(i) [G],"[80, 78]",79.0,1.41,29,428,99,466
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_6,(ii) [D],"[82, 74]",78.0,5.66,23,910,102,950
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_7,83,[96],96.0,0.0,74,1399,102,1422
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_8,[D],[75],75.0,0.0,60,1515,101,1551
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_9,"From your letters of the r2th and 26th past, safely received, I have seen what you recommend","[96, 96, 93, 95, 93, 84, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",94.88,2.98,138,425,1373,468
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_10,"concerning the ships Margarita, den Herzog, and die Hoffnung. My brother Abraham Momma","[96, 96, 96, 96, 96, 95, 95, 96, 96, 96, 96, 96, 96]",95.85,0.38,137,466,1374,508
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_11,"will have already answered, and I refer myself to that. I have also seen that you have sold","[95, 95, 96, 96, 96, 96, 96, 96, 96, 96, 95, 95, 96, 94, 96, 96, 96, 96]",95.67,0.59,138,506,1374,547
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_12,"some quantities of copper-wire. We cannot congratulate you on the price, so we beg you","[96, 96, 92, 92, 96, 96, 96, 94, 94, 96, 96, 96, 96, 96, 96]",95.2,1.47,137,546,1374,589
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_13,"with this—as we already have before—to let no good opportunity pass by, but dispose of the","[93, 92, 96, 96, 93, 92, 96, 96, 95, 96, 96, 96, 96, 97, 96, 92]",94.88,1.78,138,586,1374,628
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_14,"whole amount, doing your best for me as if it were your own, for I depend upon you.","[96, 96, 96, 96, 96, 96, 96, 96, 96, 95, 95, 96, 96, 96, 94, 94, 96, 96]",95.67,0.69,139,627,1343,668
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_15,"Regarding what I wrote to you about coals from Newcastle, I hope to learn what success","[96, 96, 96, 96, 96, 96, 96, 96, 96, 91, 91, 96, 96, 96, 96, 95]",95.31,1.7,175,666,1375,711
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_16,you have had in arranging it. Weights work out as follows: a muid of Spanish salt amounts of,"[96, 88, 96, 95, 95, 96, 96, 96, 80, 80, 95, 95, 92, 96, 96, 95, 95, 96]",93.22,5.2,139,706,1380,750
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_17,"5 tuns here, and 18 tuns amount to 1 last. Otherwise, Mr Cutler, or Mr Sowton, or Mr","[71, 93, 96, 96, 93, 92, 96, 96, 94, 95, 96, 96, 94, 96, 93, 86, 95, 95]",92.94,5.99,140,749,1375,787
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_18,"Blackett can furnish you with further information, and for the rest I refer you to my earlier","[93, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 93, 93, 96, 95, 95, 75]",94.12,5.06,139,787,1375,830
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_19,letters.,[91],91.0,0.0,139,836,227,862
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_20,"As [have seven ship-loads of beams and planks lying ready on Gotland, I beg you to let me","[83, 83, 93, 92, 96, 96, 96, 96, 96, 96, 96, 96, 94, 96, 96, 95, 95, 96]",93.94,4.15,177,906,1376,951
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_21,"know if Dutch ships are allowed to bring such a commodity to England. If not, I beg you,","[96, 96, 96, 94, 94, 96, 96, 96, 96, 95, 95, 96, 96, 94, 94, 96, 96, 96]",95.44,0.86,139,946,1375,991
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_22,please persevere in obtaining permission for twenty or thirty ships to bring Gotland timber,"[94, 96, 97, 94, 94, 96, 96, 95, 94, 94, 96, 96, 97, 96]",95.36,1.15,140,986,1376,1031
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_23,"over to you, since Gotland timber is much better than that which comes from other places. If","[96, 96, 96, 96, 96, 94, 94, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",95.76,0.66,139,1026,1382,1071
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_24,"you can do it I shall freight the ships to you. Otherwise, if English ships can fetch timber from","[96, 96, 95, 93, 93, 95, 96, 96, 96, 96, 96, 96, 91, 91, 96, 96, 96, 96, 96]",95.05,1.72,140,1066,1376,1109
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_25,Gotland themselves I can sell them large amounts.,"[96, 96, 96, 96, 96, 96, 96, 96]",96.0,0.0,140,1114,839,1148
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_26,ie asi 669,"[29, 38, 90]",52.33,32.93,1243,1321,1382,1387
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_27,A. RULAND to CM,"[92, 92, 96, 94]",93.5,1.91,141,1409,411,1426
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_28,HAMBURG 14 MAY 1669,"[96, 79, 96, 96]",91.75,8.5,142,1437,1383,1465
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_29,"Your welcome letters of the 16th and 3oth last and 7th of May haye been safely received, in","[96, 95, 94, 95, 95, 96, 93, 88, 96, 96, 95, 96, 93, 91, 96, 95, 96, 96]",94.56,2.15,142,1514,1384,1552
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_30,which I have seen what ships have arrived as well as what is happening in trade. Goods,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 95, 96, 96, 96, 96, 96, 68, 96]",94.29,6.78,142,1554,1385,1593
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_31,continue to have poor sales here and buyers still want things cheaper than they can be offered,"[95, 96, 96, 96, 96, 95, 95, 96, 95, 96, 96, 96, 95, 95, 96, 96, 93]",95.47,0.8,141,1594,1384,1634
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_32,"from [England], so for the present I have decided to wait and see. I have heard from others","[96, 92, 96, 96, 95, 96, 95, 96, 96, 96, 95, 95, 92, 87, 94, 96, 96, 96]",94.72,2.32,143,1634,1385,1674
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_33,"that one will be able to get new Barbados sugar for 23s, which I could well pay, but for the","[96, 96, 94, 94, 94, 94, 96, 96, 96, 95, 95, 93, 96, 96, 96, 96, 96, 96, 96, 96]",95.35,0.99,143,1674,1385,1714
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_34,moment they want it cheaper here and it is believed that still larger amounts are daily,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 94, 94]",95.75,0.68,143,1714,1385,1754
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_35,"expected from there, as well as other wares such as cottons, ginger, indigo, etc. The latter","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 91, 96, 90]",95.31,1.89,142,1754,1385,1793
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_36,"commodity remains quiet here, but with the latest Spanish letters they write they have had","[96, 95, 86, 96, 95, 95, 95, 95, 96, 92, 96, 96, 96, 96, 96]",94.73,2.63,143,1794,1384,1834
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_37,"news that the English—I mean to say, the French—have taken over St Domingo,’ which I","[96, 95, 93, 78, 96, 95, 95, 93, 90, 96, 96, 97, 0, 96, 95]",87.4,24.63,144,1835,1385,1873
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_38,"can hardly believe, although it seems that that nation, as well as the English, have been set on","[95, 95, 96, 96, 95, 87, 96, 96, 94, 96, 93, 93, 94, 96, 96, 96, 96, 96]",94.78,2.21,143,1874,1384,1913
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_39,"one scheme or another against the Spanish, and asa consequence there could be some change","[96, 96, 96, 96, 96, 96, 96, 95, 66, 96, 96, 96, 96, 96, 96]",93.93,7.73,143,1913,1385,1954
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_40,coming in indigo. If you can get earlier information of any such I shall be glad to share it. I,"[96, 96, 85, 95, 94, 94, 96, 89, 96, 96, 96, 96, 95, 95, 96, 96, 96, 95, 92, 92]",94.3,2.87,144,1954,1385,1994
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_41,shall also be glad to learn what kinds of commodities the ships from Jamaica bring and also if,"[92, 92, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 95, 96, 93, 93, 96, 91]",94.89,1.78,144,1993,1390,2034
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_42,campeachy-wood comes with them. Straits wares are also in as bad repute here as those of,"[92, 96, 96, 96, 96, 94, 94, 95, 95, 96, 96, 96, 94, 94, 96, 95]",95.06,1.18,144,2034,1391,2074
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_43,"Barbados, likewise East Indian which, when the expected ships arrive in [England] as well as","[96, 95, 96, 96, 96, 96, 96, 96, 95, 91, 96, 94, 96, 96, 96]",95.4,1.35,147,2074,1385,2112
IMG_2022_07_05_12_15_08R.jpg,277,0,0,1549,2557,line_1_44,"Holland, are likely to fall much further. If any commissions come with the ships that have","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 95, 96, 97]",96.0,0.37,146,2114,1385,2153
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_1,402,[96],96.0,0.0,210,318,256,342
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_2,[D],[85],85.0,0.0,213,435,254,470
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_3,403,[96],96.0,0.0,210,1283,254,1307
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_4,"506 The Marescoe-David Letters, 1668—1680","[95, 93, 92, 93, 89]",92.4,2.19,296,167,1162,201
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_5,23 May 6 3,"[94, 95, 48, 88]",81.25,22.38,1392,237,1538,276
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_6,6 Ang.,"[95, 72]",83.5,16.26,1398,274,1477,302
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_7,D. VAN BAERLE to JD,"[90, 93, 91, 95, 96]",93.0,2.55,293,324,618,346
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_8,STOCKHOLM Q APRIL 1678,"[96, 79, 95, 96]",91.5,8.35,292,353,1538,382
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_9,"Tanswered your letter on the 24th of December past and sent a copy on the sth of January,","[39, 96, 96, 96, 96, 95, 95, 96, 96, 96, 90, 90, 96, 96, 96, 96, 96, 96]",92.06,13.38,293,430,1540,469
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_10,"but by your letter of the 26th of February, received today, I understand that neither of them","[96, 96, 96, 96, 96, 96, 96, 95, 95, 96, 95, 95, 95, 95, 96, 96, 96]",95.65,0.49,292,469,1540,509
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_11,has arrived.,"[96, 95]",95.5,0.71,292,514,445,541
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_12,I had informed you by them that there was no prospect of buying any “Guinea’ or,"[83, 95, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 93, 92, 96]",94.69,3.34,329,551,1543,587
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_13,"‘Scottish’ pans within your limits of 270 to 290 dollars per shippound, free on board. They","[96, 96, 96, 96, 96, 96, 95, 96, 96, 96, 93, 91, 96, 97, 96, 96]",95.5,1.46,293,591,1544,629
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_14,"would eventually cost at least 308 to 310 dollars per shippound, without the duty, and the","[96, 96, 96, 96, 95, 96, 96, 96, 95, 93, 92, 96, 96, 96, 96, 96]",95.44,1.21,292,631,1545,668
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_15,duty is now about 23 to 24 dollars per shippound. The Russians are buying here many such,"[92, 96, 96, 96, 96, 96, 96, 94, 93, 91, 96, 96, 96, 96, 97, 96, 96]",95.24,1.68,292,671,1545,709
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_16,‘Guinea’ pans and are paying 330 to 340 dollars for them without the duty. The person who,"[81, 95, 95, 96, 96, 95, 95, 96, 95, 95, 96, 96, 96, 96, 96, 96, 96]",94.76,3.58,292,712,1547,749
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_17,was accustomed to make the best sort was involved in a law-suit with me and let his works,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 91, 91, 92, 97, 96, 96, 96, 96, 96]",95.28,1.84,292,752,1548,781
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_18,"fall idle and ten or twelve days ago he finally died, so of the kind you ordered there are none","[89, 93, 93, 96, 96, 96, 96, 96, 96, 96, 51, 96, 96, 96, 96, 97, 96, 96, 96, 96]",93.15,10.08,292,791,1549,826
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_19,to be had even if you had not restricted the price.,"[95, 95, 96, 96, 96, 96, 96, 96, 96, 96, 96]",95.82,0.4,292,823,1181,867
IMG_2022_07_05_15_41_07L.jpg,506,0,0,1667,2594,line_1_20,There is now no garcopper in town but some is expected shortly and will be selling at,"[96, 96, 96, 93, 92, 96, 96, 96, 96, 96, 96, 96, 95, 95, 96, 96, 96]",95.47,1.18,326,872,1550,909
