Filename;File number;Page left;Page top;Page right;Page bottom;Line id;Line;Confidence;Average;Standard deviation;Line left;Line top;Line right;Line bottom;Rel left;Rel right;Rel top;Rel bottom
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_15;letters making this tantalising phrase impossible to interpret but the fact that Richard;[96, 96, 96, 96, 96, 95, 96, 96, 96, 96, 96, 96, 96];95.92;0.28;267;753;1352;791;0.193478261;0.979710145;0.305476673;0.320892495
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_16;felt able to visit the child must indicate an already close relationship.;[96, 86, 86, 96, 96, 96, 96, 96, 96, 96, 96, 96];94.33;3.89;267;792;1113;831;0.193478261;0.806521739;0.321298174;0.337119675
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_17;Richard’s letters are equally interesting because they expose the nature of his, not;[90, 96, 96, 94, 96, 96, 96, 96, 96, 96, 96, 96, 97];95.46;1.76;311;832;1351;870;0.225362319;0.978985507;0.337525355;0.352941176
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_18;unjustified, doubts about the relationship. Fletcher argues that men were expected to;[95, 96, 97, 97, 96, 96, 96, 96, 96, 96, 96, 96];96.08;0.51;267;872;1351;910;0.193478261;0.978985507;0.353752535;0.369168357
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_19;take an assertive role in early modern courtships but, even without the quarrel, there;[90, 90, 96, 96, 96, 96, 93, 93, 96, 96, 96, 96, 96, 96];94.71;2.27;267;912;1352;949;0.193478261;0.979710145;0.369979716;0.384989858
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_20;Was a serious impediment to Richard’s dominance of the relationship.”* Notably, he;[96, 89, 96, 95, 93, 91, 96, 96, 93, 25, 94, 94];88.17;20.01;266;950;1352;986;0.192753623;0.979710145;0.385395538;0.4
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_21;claimed that he was ‘not borne to a great inheritance’ and could offer only ‘love and;[96, 94, 94, 94, 96, 92, 95, 95, 96, 95, 95, 96, 96, 96, 95, 96];95.06;1.12;266;990;1351;1027;0.192753623;0.978985507;0.401622718;0.41663286
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_22;poverty’ (FRE 5269). Richard obviously feared that Barbara saw him as a poor eco-;[93, 96, 96, 96, 97, 96, 97, 96, 96, 96, 96, 96, 93, 90];95.29;1.94;267;1031;1352;1067;0.193478261;0.979710145;0.418255578;0.432860041
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_23;nomic prospect as he questioned whether ‘A better fortune make a lesser love far more;[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 94, 96, 96, 96];95.87;0.52;267;1069;1352;1106;0.193478261;0.979710145;0.4336714;0.448681542
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_24;worthy in thy eyes’ (FRE 5269). Barbara’s anger over the exposure of the watch sub-;[96, 96, 96, 96, 96, 93, 92, 97, 96, 96, 96, 96, 96, 93, 93];95.2;1.57;266;1108;1352;1146;0.192753623;0.979710145;0.449492901;0.464908722
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_25;jected Richard to additional doubts. He doubted her love, accused her of picking a;[76, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96];94.57;5.35;264;1146;1352;1182;0.191304348;0.979710145;0.464908722;0.479513185
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_26;quarrel about the watch on purpose to end the relationship and expressed jealousy;[93, 96, 96, 96, 95, 93, 93, 96, 96, 96, 96, 96, 96];95.23;1.3;267;1188;1352;1225;0.193478261;0.979710145;0.481947262;0.496957404
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_27;bout the prospect that Barbara might have other suitors (FRE 5268 and 5270).;[96, 96, 96, 96, 96, 95, 96, 96, 96, 96, 96, 96, 96];95.92;0.28;279;1225;1283;1264;0.202173913;0.929710145;0.496957404;0.512778905
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_28;Although Richard was eloquent in his pleadings on his own behalf he also;[96, 93, 93, 95, 95, 96, 96, 96, 97, 96, 96, 96, 95];95.38;1.19;310;1265;1352;1303;0.224637681;0.979710145;0.513184584;0.528600406
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_29;nployed what we might now describe as emotional blackmail to convince Barbara to;[75, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96];94.38;5.82;282;1305;1352;1341;0.204347826;0.979710145;0.529411765;0.544016227
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_30;eturn home in his use of little Bab’s crying for her ‘moda, moda, moda [mother,;[77, 96, 96, 96, 96, 96, 82, 88, 96, 97, 96, 96, 96, 92, 92];92.8;5.98;273;1341;1352;1382;0.197826087;0.979710145;0.544016227;0.560649087
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_31;mother, mother]’ (FRE 5269). Moreover, he threatened both the judgment of god and;[92, 81, 93, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96];94.31;4.21;265;1382;1352;1421;0.192028986;0.979710145;0.560649087;0.576470588
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_32;society against Barbara’s behaviour. He reminded her: ‘my Love there will be atime of;[95, 93, 91, 96, 95, 95, 96, 96, 96, 96, 96, 96, 96, 96];95.21;1.48;265;1421;1353;1460;0.192028986;0.980434783;0.576470588;0.592292089
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_33;searching, all the secrets of our hearts, no covers nor pretences can cloake us from the;[96, 95, 95, 96, 96, 93, 93, 96, 96, 94, 96, 93, 91, 96, 96, 96];94.88;1.59;265;1461;1352;1500;0.192028986;0.979710145;0.592697769;0.60851927
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_34;all seeing eye of God’. Equally, he asked her ‘consider how many have been ruined by;[96, 93, 96, 97, 96, 96, 96, 95, 94, 96, 96, 96, 96, 96, 96, 96];95.69;0.95;264;1501;1352;1540;0.191304348;0.979710145;0.608924949;0.62474645
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_35;breaking their engaged faith’ (FRE 5269). Unfortunately, the surviving letters do not;[95, 97, 96, 93, 96, 96, 96, 96, 96, 96, 96, 96];95.75;0.97;265;1541;1352;1578;0.192028986;0.979710145;0.62515213;0.640162272
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_36;tell us which of Richard’s arguments persuaded Barbara to accept his suit but the;[93, 95, 96, 93, 92, 96, 96, 96, 96, 96, 96, 96, 96, 97];95.29;1.49;264;1580;1352;1619;0.191304348;0.979710145;0.640973631;0.656795132
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_37;couple did marry. There is also no record of whether Barbara’s third and final mar-;[96, 96, 94, 94, 96, 96, 96, 95, 95, 93, 93, 95, 95, 93, 91];94.53;1.51;263;1620;1352;1656;0.19057971;0.979710145;0.657200811;0.671805274
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_38;riage was a happy one. Although Barbara will appear regularly in the chapters to fol-;[38, 96, 96, 96, 96, 95, 96, 93, 93, 96, 96, 96, 96, 93, 92];91.2;14.79;263;1658;1352;1698;0.19057971;0.979710145;0.672616633;0.688843813
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_39;low, Richard has left few traces in the records,;[95, 96, 96, 95, 95, 96, 96, 96, 96];95.67;0.5;262;1698;805;1731;0.189855072;0.583333333;0.688843813;0.702231237
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_40;®R. Adair, Courtship, Illegitimacy and Marriage in Early Modern England (Manchester, 1996),;[62, 94, 96, 74, 96, 96, 96, 96, 96, 96, 96, 96];91.17;11.13;256;2053;1351;2092;0.185507246;0.978985507;0.832860041;0.848681542
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_41;129-33,;[96];96;0;259;2096;334;2120;0.187681159;0.242028986;0.85030426;0.860040568
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_42;*Anthony Fletcher, ‘Manhood, the Male Body, Courtship and the Household in Early Modern;[92, 93, 93, 97, 96, 96, 96, 96, 97, 95, 96, 96, 96];95.31;1.6;255;2129;1351;2168;0.184782609;0.978985507;0.863691684;0.879513185
IMG_2021_12_23_11_51_10L.jpg;22;0;0;1380;2465;line_1_43;England’, History, 84 (1999), 431.;[96, 96, 96, 93, 96];95.4;1.34;255;2172;608;2203;0.184782609;0.44057971;0.881135903;0.893711968
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_1;Conflicts and Courtships, 1640-c.1662 23;[95, 93, 92, 90, 96];93.2;2.39;447;149;1315;185;0.28875969;0.849483204;0.060446247;0.07505071
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_2;A ‘good death’;[96, 96, 96];96;0;136;246;356;282;0.087855297;0.22997416;0.09979716;0.114401623
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_3;[1] Samuel Jeake senior to Mrs Wenborn, 24 March 1639/40. Copy letter with;[95, 93, 92, 96, 96, 93, 92, 96, 96, 95, 96, 96, 96];94.77;1.64;136;338;1316;375;0.087855297;0.850129199;0.137119675;0.152129817
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_4;heading. ESRO FRE 4223 fo. 60;[96, 93, 96, 96, 95, 95];95.17;1.17;134;386;1316;422;0.086563307;0.850129199;0.156592292;0.171196755
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_5;My Letter to Mrs Wenborn of Mayfield who before was the wife of Mr John;[96, 96, 96, 93, 93, 96, 95, 96, 96, 97, 97, 96, 96, 96, 96];95.67;1.18;135;478;1315;517;0.087209302;0.849483204;0.193914807;0.209736308
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_6;Wilmshurst*;[34];34;0;133;525;332;556;0.085917313;0.214470284;0.212981744;0.225557809
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_7;Godly friend;[96, 96];96;0;132;621;330;657;0.085271318;0.213178295;0.251926978;0.26653144
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_8;You may thinke me too bold in presuming to present these confused lines;[96, 93, 91, 96, 95, 95, 96, 96, 96, 97, 96, 96, 96];95.31;1.6;131;664;1314;703;0.084625323;0.848837209;0.269371197;0.285192698
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_9;unto your view, which will but trouble you to read but more trouble to me to;[96, 96, 96, 96, 96, 97, 96, 96, 96, 97, 97, 96, 96, 96, 96, 96];96.19;0.4;131;711;1314;750;0.084625323;0.848837209;0.288438134;0.304259635
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_10;write in regard of the old friendship & acquaintance betweene you & my;[96, 96, 96, 96, 96, 96, 93, 93, 93, 92, 93, 93, 96];94.54;1.66;130;759;1315;796;0.083979328;0.849483204;0.307910751;0.322920892
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_11;mother having now this opportunity could not but acquaint you with that;[96, 96, 96, 96, 95, 96, 96, 96, 96, 96, 96, 96];95.92;0.29;129;805;1314;844;0.083333333;0.848837209;0.326572008;0.342393509
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_12;which I wish rather you had beene an eye witness of, even the death of my;[96, 96, 96, 96, 96, 93, 92, 96, 96, 96, 96, 96, 97, 96, 96, 97];95.69;1.3;128;851;1314;890;0.082687339;0.848837209;0.345233266;0.361054767
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_13;dearest friend under God. It is now .22. weekes ago she finished her course,;[96, 96, 96, 96, 96, 96, 91, 91, 92, 96, 96, 96, 96, 96];95;2;128;899;1312;935;0.082687339;0.84754522;0.364705882;0.379310345
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_14;"she sickened first like an Ague, upon the 29"" of October being Tuesday, on";[96, 96, 95, 96, 93, 91, 97, 96, 84, 96, 97, 97, 96, 96];94.71;3.5;128;941;1312;983;0.082687339;0.84754522;0.381744422;0.398782961
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_15;the wednesday she went out to Goodman Millers to repetition, the thursday;[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96];96;0;128;992;1313;1030;0.082687339;0.848191214;0.402434077;0.417849899
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_16;the fit tooke her againe & held her as before, & on the friday she went out to;[97, 93, 92, 93, 93, 93, 96, 96, 96, 93, 93, 96, 96, 96, 96, 96, 96, 96];94.83;1.65;127;1040;1313;1076;0.082041344;0.848191214;0.421906694;0.436511156
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_17;a buriall which was the last time she was forth. On the Saterday she was tooke;[92, 92, 96, 96, 96, 97, 95, 96, 96, 96, 96, 96, 96, 96, 93, 93];95.12;1.63;126;1086;1313;1122;0.081395349;0.848191214;0.440567951;0.455172414
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_18;againe & so it held her all night & the next day being Sabbath she was very;[91, 91, 96, 96, 96, 96, 96, 93, 93, 96, 96, 96, 96, 96, 96, 96, 96];95.06;1.82;125;1133;1313;1170;0.080749354;0.848191214;0.459634888;0.47464503
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_19;sicke, yet in the Afternoone she rose, but still continuing sicke, on the Monday;[93, 96, 96, 93, 92, 96, 96, 96, 96, 93, 92, 96, 96, 96];94.79;1.72;125;1180;1313;1216;0.080749354;0.848191214;0.478701826;0.493306288
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_20;as she lay, she read the .102. Psalme,* for the Lord seemed to hide himselfe;[96, 96, 96, 96, 96, 93, 79, 57, 97, 96, 96, 96, 96, 93, 92];91.67;10.57;125;1226;1313;1264;0.080749354;0.848191214;0.497363083;0.512778905
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_21;from her, but he did not forsake her over long, in that night hee revealed him-;[96, 96, 97, 96, 96, 96, 96, 96, 96, 96, 96, 96, 97, 97, 93, 93];95.81;1.17;125;1274;1313;1310;0.080749354;0.848191214;0.5168357;0.531440162
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_22;selfe to her in a sweet manner, so that her bruised bones leapt for joy, in the;[92, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96];95.76;0.97;124;1321;1313;1358;0.080103359;0.848191214;0.535902637;0.550912779
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_23;morning she revealed to us what a sweet night she had enjoyed, & how the;[96, 96, 96, 95, 96, 96, 96, 96, 96, 96, 96, 93, 93, 96, 96];95.53;1.06;123;1369;1313;1405;0.079457364;0.848191214;0.555375254;0.569979716
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_24;Lord had let out him selfe to her from these words of the .36. Psalme 5.6.7.8.9.;[96, 96, 96, 96, 93, 92, 96, 96, 96, 96, 96, 96, 92, 91, 92, 92];94.5;2.03;124;1416;1311;1444;0.080103359;0.846899225;0.574442191;0.585801217
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_25;verses” and that now she had found by experience what we have yet but by;[59, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 97, 97];93.67;9.6;122;1460;1312;1499;0.07881137;0.84754522;0.592292089;0.60811359
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_26;promise, that heaviness may endure for a night but joy cometh in the morn-;[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 93, 92];95.5;1.29;122;1510;1313;1546;0.07881137;0.848191214;0.612576065;0.627180527
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_27;ing. Continuing sicke we sought to the Physician, this weeke like a Saint, her;[96, 93, 92, 96, 96, 96, 96, 96, 93, 93, 96, 96, 96, 97];95.14;1.61;122;1556;1313;1593;0.07881137;0.848191214;0.631237323;0.646247465
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_28;words ministered grace to the hearers, & she was perswaded she should dye;[96, 96, 96, 97, 97, 93, 93, 96, 93, 91, 96, 96, 96];95.08;1.89;120;1603;1312;1641;0.07751938;0.84754522;0.65030426;0.665720081
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_29;on the Sabbath & that having done a weekes work she should enter into his;[96, 96, 93, 93, 96, 96, 96, 93, 92, 96, 96, 96, 96, 96, 96];95.13;1.51;120;1651;1312;1688;0.07751938;0.84754522;0.669776876;0.684787018
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_30;rest yet God otherwise prevented & that Satan might take his last farewell of;[96, 96, 96, 96, 92, 92, 96, 96, 96, 96, 96, 96, 96, 96];95.43;1.45;120;1698;1313;1735;0.07751938;0.848191214;0.688843813;0.703853955
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_31;troubling her tooke occasion hereby to molest her but at length the Lord;[96, 92, 92, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96];95.38;1.5;120;1745;1311;1782;0.07751938;0.846899225;0.707910751;0.722920892
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_32;**L etter refers to the death of Samuel Senior’s mother, Anne Jeake neé Peerson.;[18, 18, 96, 96, 96, 96, 96, 92, 91, 96, 93, 91, 91, 92];83;27.62;118;1870;1108;1902;0.07622739;0.715762274;0.75862069;0.771602434
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_33;“Psalm 102 is ‘A prayer for the afflicted, when he is overwhelmed, and poureth out his complaint;[49, 96, 95, 94, 96, 96, 96, 92, 96, 96, 94, 94, 93, 92, 96, 96, 96];92.18;11.22;118;1908;1312;1942;0.07622739;0.84754522;0.774036511;0.787829615
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_34;before the Lord’.;[96, 97, 91];94.67;3.21;118;1950;327;1974;0.07622739;0.21124031;0.791075051;0.800811359
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_35;"7Psalms 36; 5-9, ‘Thy mercy, O Lord, is in the heavens; and thy faithfulness reaches unto the";[45, 90, 87, 82, 93, 93, 96, 96, 94, 94, 96, 96, 96, 96, 96, 96, 96];90.71;12.41;116;1984;1313;2018;0.074935401;0.848191214;0.804868154;0.818661258
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_36;"clouds. Thy righteousness is like the great mountains; thy judgments are a great deep: O Lord";[96, 96, 96, 96, 96, 96, 96, 96, 97, 96, 95, 95, 96, 93, 93, 96];95.56;1.09;115;2026;1312;2056;0.074289406;0.84754522;0.821906694;0.834077079
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_37;thou preservest man and beast. How excellent is thy loving kindness, O God! Therefore the;[93, 92, 96, 96, 96, 96, 95, 96, 97, 96, 93, 92, 95, 96, 96];95;1.65;117;2065;1313;2094;0.075581395;0.848191214;0.837728195;0.849492901
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_38;children of men put their trust under the shadow of thy wings. They shall be abundantly satisfied;[96, 97, 96, 96, 96, 96, 96, 96, 96, 97, 96, 96, 96, 96, 97, 96, 96];96.18;0.39;114;2102;1312;2132;0.073643411;0.84754522;0.852738337;0.864908722
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_39;with the fatness of thy house: and thou shalt make them drink of the river of thy pleasures. For;[96, 96, 96, 96, 97, 96, 96, 96, 96, 96, 96, 97, 96, 96, 96, 96, 96, 96, 96];96.11;0.32;115;2141;1313;2171;0.074289406;0.848191214;0.868559838;0.880730223
IMG_2021_12_23_11_51_10R.jpg;23;0;0;1548;2465;line_1_40;with thee is the fountain of life: in thy light shall we see light’.;[96, 95, 96, 96, 96, 96, 95, 95, 96, 96, 96, 96, 94, 94];95.5;0.76;114;2179;885;2209;0.073643411;0.571705426;0.883975659;0.896146045
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_1;Conflicts and Courtships, 1640-c.1662 23;[96, 93, 91, 87, 96];92.6;3.78;438;148;1311;184;0.28460039;0.851851852;0.060457516;0.075163399
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_2;A ‘good death’;[96, 96, 94];95.33;1.15;128;244;348;280;0.08317089;0.226120858;0.099673203;0.114379085
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_3;[1] Samuel Jeake senior to Mrs Wenborn, 24 March 1639/40. Copy letter with;[88, 93, 93, 96, 96, 93, 92, 96, 96, 94, 96, 95, 96];94.15;2.38;130;335;1314;373;0.084470435;0.85380117;0.136846405;0.152369281
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_4;heading. ESRO FRE 4223 fo. 60;[96, 92, 95, 92, 96, 96];94.5;1.97;128;380;1315;424;0.08317089;0.854450942;0.155228758;0.173202614
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_5;My Letter to Mrs Wenborn of Mayfield who before was the wife of Mr John;[96, 96, 96, 92, 91, 96, 96, 97, 97, 96, 96, 97, 96, 96, 96];95.6;1.72;130;474;1314;514;0.084470435;0.85380117;0.193627451;0.20996732
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_6;Wilmshurst*;[34];34;0;128;521;327;553;0.08317089;0.212475634;0.212826797;0.225898693
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_7;Godly friend;[96, 96];96;0;128;616;325;652;0.08317089;0.211176088;0.251633987;0.266339869
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_8;You may thinke me too bold in presuming to present these confused lines;[96, 93, 92, 96, 95, 95, 96, 96, 96, 96, 97, 96, 96];95.38;1.39;128;660;1315;699;0.08317089;0.854450942;0.269607843;0.285539216
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_9;unto your view, which will but trouble you to read but more trouble to me to;[96, 96, 96, 96, 94, 96, 97, 97, 97, 97, 96, 96, 96, 96, 96, 96];96.12;0.72;128;707;1315;745;0.08317089;0.854450942;0.28880719;0.304330065
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_10;write in regard of the old friendship & acquaintance betweene you & my;[96, 96, 96, 96, 96, 96, 93, 93, 93, 91, 93, 93, 96];94.46;1.81;128;753;1316;791;0.08317089;0.855100715;0.307598039;0.323120915
IMG_2021_12_23_11_49_22R.jpg;23;0;0;1539;2448;line_1_11;mother having now this opportunity could not but acquaint you with that;[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96];96;0;127;800;1315;838;0.082521118;0.854450942;0.326797386;0.342320261
